,A_Properties,Num,A_SQFT
517,"1624 W ABINGDON DR, UNIT 302",50625630,610
518,"1626 W ABINGDON DR, UNIT 101",50625640,610
519,"1626 W ABINGDON DR, UNIT 102",50625650,819
520,"1626 W ABINGDON DR, UNIT 201",50625660,610
521,"1626 W ABINGDON DR, UNIT 202",50625670,819
522,"1626 W ABINGDON DR, UNIT 301",50625680,610
523,"1626 W ABINGDON DR, UNIT 302",50625690,819
524,"1628 W ABINGDON DR, UNIT 101",50625700,819
525,"1628 W ABINGDON DR, UNIT 102",50625710,819
526,"1628 W ABINGDON DR, UNIT 201",50625720,819
527,"1628 W ABINGDON DR, UNIT 202",50625730,819
528,"1628 W ABINGDON DR, UNIT 301",50625740,819
529,"1628 W ABINGDON DR, UNIT 302",50625750,819
530,"1630 W ABINGDON DR, UNIT 101",50625760,819
531,"1630 W ABINGDON DR, UNIT 102",50625770,610
532,"1630 W ABINGDON DR, UNIT 201",50625780,819
533,"1630 W ABINGDON DR, UNIT 202",50625790,610
534,"1630 W ABINGDON DR, UNIT 301",50625800,819
535,"1630 W ABINGDON DR, UNIT 302",50625810,610
536,"1632 W ABINGDON DR, UNIT 101",50625820,610
537,"1632 W ABINGDON DR, UNIT 102",50625830,610
538,"1632 W ABINGDON DR, UNIT 201",50625840,683
539,"1632 W ABINGDON DR, UNIT 202",50625850,610
540,"1632 W ABINGDON DR, UNIT 301",50625860,610
541,"1632 W ABINGDON DR, UNIT 302",50625870,610
542,"1634 W ABINGDON DR, UNIT 101",50625880,610
543,"1634 W ABINGDON DR, UNIT 102",50625890,610
544,"1634 W ABINGDON DR, UNIT 201",50625900,610
545,"1634 W ABINGDON DR, UNIT 202",50625910,610
546,"1634 W ABINGDON DR, UNIT 301",50625920,610
547,"1634 W ABINGDON DR, UNIT 302",50625930,610
548,"1636 W ABINGDON DR, UNIT 101",50625940,879
549,"1636 W ABINGDON DR, UNIT 102",50625950,683
550,"1636 W ABINGDON DR, UNIT 103",50625960,582
551,"1636 W ABINGDON DR, UNIT 201",50625970,879
552,"1636 W ABINGDON DR, UNIT 202",50625980,683
553,"1636 W ABINGDON DR, UNIT 203",50625990,582
554,"1636 W ABINGDON DR, UNIT 301",50626000,879
555,"1636 W ABINGDON DR, UNIT 302",50626010,582
556,"1636 W ABINGDON DR, UNIT 303",50626020,582
557,"1700 W ABINGDON DR, UNIT 101",50626660,582
558,"1700 W ABINGDON DR, UNIT 102",50626670,683
559,"1700 W ABINGDON DR, UNIT 103",50626680,879
560,"1700 W ABINGDON DR, UNIT 201",50626690,582
561,"1700 W ABINGDON DR, UNIT 202",50626700,683
562,"1700 W ABINGDON DR, UNIT 203",50626710,879
563,"1700 W ABINGDON DR, UNIT 301",50626720,582
564,"1700 W ABINGDON DR, UNIT 302",50626730,683
565,"1700 W ABINGDON DR, UNIT 303",50626740,879
566,"1702 W ABINGDON DR, UNIT 101",50626750,610
567,"1702 W ABINGDON DR, UNIT 102",50626760,610
568,"1702 W ABINGDON DR, UNIT 201",50626770,610
569,"1702 W ABINGDON DR, UNIT 202",50626780,610
570,"1702 W ABINGDON DR, UNIT 301",50626790,610
571,"1702 W ABINGDON DR, UNIT 302",50626800,610
572,"1704 W ABINGDON DR, UNIT 101",50626810,610
573,"1704 W ABINGDON DR, UNIT 102",50626820,610
574,"1704 W ABINGDON DR, UNIT 201",50626830,610
575,"1704 W ABINGDON DR, UNIT 202",50626840,610
576,"1704 W ABINGDON DR, UNIT 301",50626850,610
577,"1704 W ABINGDON DR, UNIT 302",50626860,610
578,"1706 W ABINGDON DR, UNIT 101",50626870,610
579,"1706 W ABINGDON DR, UNIT 102",50626880,819
580,"1706 W ABINGDON DR, UNIT 201",50626890,610
581,"1706 W ABINGDON DR, UNIT 202",50626900,819
582,"1706 W ABINGDON DR, UNIT 301",50626910,610
583,"1706 W ABINGDON DR, UNIT 302",50626920,819
584,"1708 W ABINGDON DR, UNIT 101",50626930,819
585,"1708 W ABINGDON DR, UNIT 102",50626940,819
586,"1708 W ABINGDON DR, UNIT 201",50626950,819
587,"1708 W ABINGDON DR, UNIT 202",50626960,819
588,"1708 W ABINGDON DR, UNIT 301",50626970,819
589,"1708 W ABINGDON DR, UNIT 302",50626980,819
590,"1710 W ABINGDON DR, UNIT 101",50626990,819
591,"1710 W ABINGDON DR, UNIT 102",50627000,610
592,"1710 W ABINGDON DR, UNIT 201",50627010,819
593,"1710 W ABINGDON DR, UNIT 202",50627020,610
594,"1710 W ABINGDON DR, UNIT 301",50627030,819
595,"1710 W ABINGDON DR, UNIT 302",50627040,610
596,"1712 W ABINGDON DR, UNIT 101",50627050,610
597,"1712 W ABINGDON DR, UNIT 102",50627060,610
598,"1712 W ABINGDON DR, UNIT 201",50627070,610
599,"1712 W ABINGDON DR, UNIT 202",50627080,610
600,"1712 W ABINGDON DR, UNIT 301",50627090,610
601,"1712 W ABINGDON DR, UNIT 302",50627100,610
602,"1714 W ABINGDON DR, UNIT 101",50627110,610
603,"1714 W ABINGDON DR, UNIT 102",50627120,610
604,"1714 W ABINGDON DR, UNIT 201",50627130,610
605,"1714 W ABINGDON DR, UNIT 202",50627140,610
606,"1714 W ABINGDON DR, UNIT 301",50627150,610
607,"1714 W ABINGDON DR, UNIT 302",50627160,610
608,"1716 W ABINGDON DR, UNIT 101",50627170,879
609,"1716 W ABINGDON DR, UNIT 102",50627180,683
610,"1716 W ABINGDON DR, UNIT 103",50627190,582
611,"1716 W ABINGDON DR, UNIT 201",50627200,879
612,"1716 W ABINGDON DR, UNIT 202",50627210,683
613,"1716 W ABINGDON DR, UNIT 203",50627220,582
614,"1716 W ABINGDON DR, UNIT 301",50627230,879
615,"1716 W ABINGDON DR, UNIT 302",50627240,683
616,"1716 W ABINGDON DR, UNIT 303",50627250,582
617,"1718 W ABINGDON DR, UNIT 101",50627260,582
618,"1718 W ABINGDON DR, UNIT 102",50627270,683
619,"1718 W ABINGDON DR, UNIT 103",50627280,879
620,"1718 W ABINGDON DR, UNIT 201",50627290,582
621,"1718 W ABINGDON DR, UNIT 202",50627300,683
622,"1718 W ABINGDON DR, UNIT 203",50627310,879
623,"1718 W ABINGDON DR, UNIT 301",50627320,582
624,"1718 W ABINGDON DR, UNIT 302",50627330,683
625,"1718 W ABINGDON DR, UNIT 303",50627340,879
626,"1720 W ABINGDON DR, UNIT 101",50627350,610
627,"1720 W ABINGDON DR, UNIT 102",50627360,610
628,"1720 W ABINGDON DR, UNIT 201",50627370,610
629,"1720 W ABINGDON DR, UNIT 202",50627380,610
630,"1720 W ABINGDON DR, UNIT 301",50627390,610
631,"1720 W ABINGDON DR, UNIT 302",50627400,610
632,"1722 W ABINGDON DR, UNIT 101",50627410,610
633,"1722 W ABINGDON DR, UNIT 102",50627420,610
634,"1722 W ABINGDON DR, UNIT 201",50627430,610
635,"1722 W ABINGDON DR, UNIT 202",50627440,610
636,"1722 W ABINGDON DR, UNIT 301",50627450,610
637,"1722 W ABINGDON DR, UNIT 302",50627460,610
638,"1724 W ABINGDON DR, UNIT 101",50627470,610
639,"1724 W ABINGDON DR, UNIT 102",50627480,819
640,"1724 W ABINGDON DR, UNIT 201",50627490,610
641,"1724 W ABINGDON DR, UNIT 202",50627500,819
642,"1724 W ABINGDON DR, UNIT 301",50627510,610
643,"1724 W ABINGDON DR, UNIT 302",50627520,819
644,"1726 W ABINGDON DR, UNIT 101",50627530,819
645,"1726 W ABINGDON DR, UNIT 102",50627540,819
646,"1726 W ABINGDON DR, UNIT 201",50627550,819
647,"1726 W ABINGDON DR, UNIT 202",50627560,819
648,"1726 W ABINGDON DR, UNIT 301",50627570,819
649,"1726 W ABINGDON DR, UNIT 302",50627580,819
650,"1728 W ABINGDON DR, UNIT 101",50627590,819
651,"1728 W ABINGDON DR, UNIT 102",50627600,610
652,"1728 W ABINGDON DR, UNIT 201",50627610,819
653,"1728 W ABINGDON DR, UNIT 202",50627620,610
654,"1728 W ABINGDON DR, UNIT 301",50627630,819
655,"1728 W ABINGDON DR, UNIT 302",50627640,610
656,"1730 W ABINGDON DR, UNIT T-2",50627720,610
657,"1730 W ABINGDON DR, UNIT T-1",50627710,610
658,"1730 W ABINGDON DR, UNIT 101",50627650,610
659,"1730 W ABINGDON DR, UNIT 102",50627660,610
660,"1730 W ABINGDON DR, UNIT 201",50627670,610
661,"1730 W ABINGDON DR, UNIT 202",50627680,610
662,"1730 W ABINGDON DR, UNIT 301",50627690,610
663,"1730 W ABINGDON DR, UNIT 302",50627700,610
664,"1732 W ABINGDON DR, UNIT 101",50627730,610
665,"1732 W ABINGDON DR, UNIT 102",50627740,610
666,"1732 W ABINGDON DR, UNIT 201",50627750,610
667,"1732 W ABINGDON DR, UNIT 202",50627760,610
668,"1732 W ABINGDON DR, UNIT 301",50627770,610
669,"1732 W ABINGDON DR, UNIT 302",50627780,610
670,"1734 W ABINGDON DR, UNIT 101",50627790,879
671,"1734 W ABINGDON DR, UNIT 102",50627800,683
672,"1734 W ABINGDON DR, UNIT 103",50627810,582
673,"1734 W ABINGDON DR, UNIT 201",50627820,879
674,"1734 W ABINGDON DR, UNIT 202",50627830,683
675,"1734 W ABINGDON DR, UNIT 203",50627840,582
676,"1734 W ABINGDON DR, UNIT 301",50627850,879
677,"1734 W ABINGDON DR, UNIT 302",50627860,683
678,"1734 W ABINGDON DR, UNIT 303",50627870,582
679,"1800 W ABINGDON DR, UNIT 101",50633350,612
680,"1800 W ABINGDON DR, UNIT 102",50633360,612
681,"1800 W ABINGDON DR, UNIT 201",50633370,612
682,"1800 W ABINGDON DR, UNIT 202",50633380,612
683,"1802 W ABINGDON DR, UNIT 101",50633390,612
684,"1802 W ABINGDON DR, UNIT 102",50633400,578
685,"1802 W ABINGDON DR, UNIT 201",50633410,578
686,"1802 W ABINGDON DR, UNIT 202",50633420,578
687,"1804 W ABINGDON DR, UNIT 101",50633430,578
688,"1804 W ABINGDON DR, UNIT 102",50633440,578
689,"1804 W ABINGDON DR, UNIT 201",50633450,578
690,"1804 W ABINGDON DR, UNIT 202",50633460,578
691,"1806 W ABINGDON DR, UNIT 101",50633470,612
692,"1806 W ABINGDON DR, UNIT 102",50633480,612
693,"1806 W ABINGDON DR, UNIT 201",50633490,612
694,"1806 W ABINGDON DR, UNIT 202",50633500,612
695,"1806 W ABINGDON DR, UNIT 301",50633510,612
696,"1806 W ABINGDON DR, UNIT 302",50633520,612
697,"1808 W ABINGDON DR, UNIT 101",50633530,578
698,"1808 W ABINGDON DR, UNIT 102",50633540,578
699,"1808 W ABINGDON DR, UNIT 201",50633550,578
700,"1808 W ABINGDON DR, UNIT 202",50633560,578
701,"1808 W ABINGDON DR, UNIT 301",50633570,578
702,"1808 W ABINGDON DR, UNIT 302",50633580,578
703,"1810 W ABINGDON DR, UNIT 101",50633590,578
704,"1810 W ABINGDON DR, UNIT 102",50633600,578
705,"1810 W ABINGDON DR, UNIT 201",50633610,578
706,"1810 W ABINGDON DR, UNIT 202",50633620,578
707,"1810 W ABINGDON DR, UNIT 301",50633630,578
708,"1810 W ABINGDON DR, UNIT 302",50633640,578
709,"1812 W ABINGDON DR, UNIT 101",50633650,612
710,"1812 W ABINGDON DR, UNIT 102",50633660,612
711,"1812 W ABINGDON DR, UNIT 201",50633670,612
712,"1812 W ABINGDON DR, UNIT 202",50633680,612
713,"1812 W ABINGDON DR, UNIT 301",50633690,612
714,"1812 W ABINGDON DR, UNIT 302",50633700,612
715,"1814 W ABINGDON DR, UNIT 101",50633730,578
716,"1814 W ABINGDON DR, UNIT 102",50633740,578
717,"1814 W ABINGDON DR, UNIT 201",50633750,578
718,"1814 W ABINGDON DR, UNIT 202",50633760,578
719,"1814A W ABINGDON DR, UNIT A",50633710,805
720,"1814B W ABINGDON DR, UNIT B",50633720,1007
721,"1816 W ABINGDON DR, UNIT 101",50633770,578
722,"1816 W ABINGDON DR, UNIT 102",50633780,578
723,"1816 W ABINGDON DR, UNIT 201",50633790,578
724,"1816 W ABINGDON DR, UNIT 202",50633800,578
725,"1818 W ABINGDON DR, UNIT 101",50633810,612
726,"1818 W ABINGDON DR, UNIT 102",50633820,612
727,"1818 W ABINGDON DR, UNIT 201",50633830,612
728,"1818 W ABINGDON DR, UNIT 202",50633840,612
729,700 W ABINGDON CT,50410140,972
730,702 W ABINGDON CT,50410150,1260
731,703 W ABINGDON CT,50449220,1260
732,704 W ABINGDON CT,50410160,1428
733,705 W ABINGDON CT,50410090,1512
734,706 W ABINGDON CT,50410170,1512
735,707 W ABINGDON CT,50410100,1512
736,708 W ABINGDON CT,50410180,1512
737,709 W ABINGDON CT,50410110,1512
738,710 W ABINGDON CT,50410190,1632
739,711 W ABINGDON CT,50410120,1260
740,100  ADAMS AV,14450500,1765
741,101  ADAMS AV,13246500,1560
742,102  ADAMS AV,14450000,1772
743,103  ADAMS AV,13247000,1320
744,104  ADAMS AV,14449500,1482
745,105  ADAMS AV,13247500,2398
746,106  ADAMS AV,14449000,2293
747,107  ADAMS AV,13248000,988
748,108  ADAMS AV,14448500,1802
749,109  ADAMS AV,13248500,1051
750,110  ADAMS AV,14448000,1720
751,111  ADAMS AV,13249000,988
752,112  ADAMS AV,14447500,982
753,113  ADAMS AV,13249500,988
754,114  ADAMS AV,14447000,982
755,115  ADAMS AV,13250000,988
756,117  ADAMS AV,13250500,988
757,200  ADAMS AV,13243000,1848
758,201  ADAMS AV,13251000,1042
759,202  ADAMS AV,13242500,918
760,203  ADAMS AV,13251500,988
761,204  ADAMS AV,13241500,918
762,205  ADAMS AV,13252000,988
763,206  ADAMS AV,13240500,1008
764,207  ADAMS AV,13252500,1136
765,208  ADAMS AV,13239500,918
766,209  ADAMS AV,13253000,944
767,210  ADAMS AV,13238500,918
768,211  ADAMS AV,13253500,1302
769,212  ADAMS AV,13237500,1248
770,213  ADAMS AV,13254000,1026
771,214  ADAMS AV,13237000,952
772,215  ADAMS AV,13254500,1090
773,216  ADAMS AV,13236500,952
774,217  ADAMS AV,13255000,1026
775,219  ADAMS AV,13255500,1026
776,225  ADAMS AV,13256000,2042
777,227  ADAMS AV,13256500,1440
778,229  ADAMS AV,13257000,1768
779,300  ADAMS AV,13245500,2053
780,301  ADAMS AV,13268500,2036
781,302  ADAMS AV,13245000,1554
782,304  ADAMS AV,13244500,0
783,305  ADAMS AV,13269000,2160
784,306  ADAMS AV,13244000,9360
785,307  ADAMS AV,13269600,2312
786,311  ADAMS AV,13269750,984
787,2021/2  ADAMS AV,13242000,918
788,2041/2  ADAMS AV,13241000,918
789,2061/2  ADAMS AV,13240000,1008
790,2081/2  ADAMS AV,13239000,918
791,2101/2  ADAMS AV,13238000,918
792,3200  ALABAMA AV,16202000,2103
793,3203  ALABAMA AV,16257500,2331
794,3205  ALABAMA AV,16258000,3028
795,3207  ALABAMA AV,16258500,2376
796,3300  ALABAMA AV,16218500,2230
797,3301  ALABAMA AV,16259500,2569
798,3302  ALABAMA AV,16218000,2024
799,3303  ALABAMA AV,16261000,2350
800,3304  ALABAMA AV,16217500,2123
801,3305  ALABAMA AV,16261500,2477
802,3306  ALABAMA AV,16217000,2123
803,3307  ALABAMA AV,16262000,2278
804,3308  ALABAMA AV,16216500,2518
805,3309  ALABAMA AV,16262500,1802
806,3310  ALABAMA AV,16216000,2402
807,3311  ALABAMA AV,16263000,2556
808,3312  ALABAMA AV,16215500,2095
809,3313  ALABAMA AV,16263500,2558
810,3314  ALABAMA AV,16215000,2766
811,3316  ALABAMA AV,16214500,2468
812,3317  ALABAMA AV,16264000,1724
813,3319  ALABAMA AV,16264500,1624
814,3400  ALABAMA AV,16214000,1737
815,3401  ALABAMA AV,16265000,1552
816,3402  ALABAMA AV,16213500,1330
817,3403  ALABAMA AV,16265500,2262
818,3404  ALABAMA AV,16213000,2376
819,3405  ALABAMA AV,16266000,1667
820,3406  ALABAMA AV,16212500,1645
821,3407  ALABAMA AV,16266500,1503
822,3408  ALABAMA AV,16212000,2343
823,3409  ALABAMA AV,16267000,3229
824,3410  ALABAMA AV,16211500,2872
825,3411  ALABAMA AV,16267500,2913
826,3412  ALABAMA AV,16211000,3397
827,3413  ALABAMA AV,16268500,2527
828,3415  ALABAMA AV,16269000,2436
829,3416  ALABAMA AV,16210500,1800
830,3417  ALABAMA AV,16269500,2266
831,800  ALBANY AV,17293000,2578
832,802  ALBANY AV,17294000,1738
833,804  ALBANY AV,17294500,1380
834,805  ALBANY AV,17299500,2380
835,806  ALBANY AV,17295000,2189
836,807  ALBANY AV,50513110,1518
837,808  ALBANY AV,17295500,2082
838,809  ALBANY AV,50590400,1737
839,810  ALBANY AV,17296000,1424
840,811  ALBANY AV,50590410,2273
841,812  ALBANY AV,17296500,1360
842,813  ALBANY AV,17297500,1328
843,814  ALBANY AV,17297000,1593
844,2  ALEXANDER ST,50650830,3192
845,4  ALEXANDER ST,50650820,3192
846,6  ALEXANDER ST,50650810,3192
847,8  ALEXANDER ST,50650800,3192
848,10  ALEXANDER ST,50650790,3192
849,12  ALEXANDER ST,50650780,3192
850,14  ALEXANDER ST,50650770,3192
851,15  ALEXANDER ST,50650950,2993
852,16  ALEXANDER ST,50650760,2930
853,17  ALEXANDER ST,50650940,2993
854,18  ALEXANDER ST,50650750,2930
855,20  ALEXANDER ST,50650740,2930
856,22  ALEXANDER ST,50650730,2930
857,24  ALEXANDER ST,50650720,2930
858,25  ALEXANDER ST,50651350,2660
859,26  ALEXANDER ST,50650710,2930
860,27  ALEXANDER ST,50651360,2275
861,28  ALEXANDER ST,50650700,2930
862,29  ALEXANDER ST,50651370,2275
863,30  ALEXANDER ST,50650690,2930
864,31  ALEXANDER ST,50651380,1488
865,32  ALEXANDER ST,50650680,2930
866,33  ALEXANDER ST,50651390,2052
867,34  ALEXANDER ST,50650670,2930
868,35  ALEXANDER ST,50651400,2052
869,36  ALEXANDER ST,50650660,2930
870,37  ALEXANDER ST,50651410,2275
871,38  ALEXANDER ST,50650650,2930
872,39  ALEXANDER ST,50651420,2275
873,40  ALEXANDER ST,50650640,2930
874,41  ALEXANDER ST,50651430,2660
875,42  ALEXANDER ST,50650630,2660
876,1 E ALEXANDRIA AV,14739500,1040
877,2 E ALEXANDRIA AV,14709000,2006
878,3 E ALEXANDRIA AV,14740000,1040
879,4 E ALEXANDRIA AV,60037160,2168
880,5 E ALEXANDRIA AV,14741500,1056
881,5A E ALEXANDRIA AV,14742000,952
882,6 E ALEXANDRIA AV,14708700,1659
883,7 E ALEXANDRIA AV,14742500,2554
884,8 E ALEXANDRIA AV,14708600,1188
885,8A E ALEXANDRIA AV,14708525,1152
886,10 E ALEXANDRIA AV,14708000,1200
887,12 E ALEXANDRIA AV,14707000,2543
888,14 E ALEXANDRIA AV,14707500,0
889,15 E ALEXANDRIA AV,14743000,2061
890,100 E ALEXANDRIA AV,14717500,2082
891,101 E ALEXANDRIA AV,14744000,1533
892,103 E ALEXANDRIA AV,14744500,2229
893,104 E ALEXANDRIA AV,14717000,2102
894,105 E ALEXANDRIA AV,14745000,1190
895,106 E ALEXANDRIA AV,14716500,2526
896,107 E ALEXANDRIA AV,14745500,1190
897,108 E ALEXANDRIA AV,14716000,952
898,108A E ALEXANDRIA AV,14715500,952
899,109 E ALEXANDRIA AV,14746000,1584
900,110 E ALEXANDRIA AV,14715000,2030
901,111 E ALEXANDRIA AV,14746500,2568
902,112 E ALEXANDRIA AV,50243000,1368
903,113 E ALEXANDRIA AV,14747000,1214
904,115 E ALEXANDRIA AV,14747500,760
905,117 E ALEXANDRIA AV,14748000,1080
906,200 E ALEXANDRIA AV,14730000,1538
907,201 E ALEXANDRIA AV,14752000,918
908,202 E ALEXANDRIA AV,14729500,2650
909,203 E ALEXANDRIA AV,14751510,918
910,205 E ALEXANDRIA AV,14752500,1477
911,206 E ALEXANDRIA AV,14729000,1854
912,207 E ALEXANDRIA AV,14753000,2640
913,209 E ALEXANDRIA AV,14753500,2309
914,210 E ALEXANDRIA AV,50631260,2540
915,211 E ALEXANDRIA AV,14754000,921
916,212 E ALEXANDRIA AV,14727500,1732
917,213 E ALEXANDRIA AV,14754500,1442
918,214 E ALEXANDRIA AV,14727000,1532
919,215 E ALEXANDRIA AV,14755000,1750
920,216 E ALEXANDRIA AV,14726500,1284
921,217 E ALEXANDRIA AV,14755500,1278
922,218 E ALEXANDRIA AV,14726000,1871
923,300 E ALEXANDRIA AV,14725000,1952
924,301 E ALEXANDRIA AV,14760500,1
925,302 E ALEXANDRIA AV,14725500,2312
926,304 E ALEXANDRIA AV,14724500,1200
927,306 E ALEXANDRIA AV,14724000,2128
928,401 E ALEXANDRIA AV,13498520,11826
929,404 E ALEXANDRIA AV,13484000,864
930,404A E ALEXANDRIA AV,13485000,0
931,406 E ALEXANDRIA AV,13484500,864
932,408 E ALEXANDRIA AV,13485500,4281
933,409 E ALEXANDRIA AV,13499020,3305
934,410 E ALEXANDRIA AV,13486000,0
935,411 E ALEXANDRIA AV,13499500,2856
936,412 E ALEXANDRIA AV,13486500,2412
937,413 E ALEXANDRIA AV,50637660,2743
938,414 E ALEXANDRIA AV,13487000,2882
939,415 E ALEXANDRIA AV,50637650,2733
940,416 E ALEXANDRIA AV,13487500,2884
941,417 E ALEXANDRIA AV,13500500,1900
942,418 E ALEXANDRIA AV,13488000,1500
943,419 E ALEXANDRIA AV,13501000,1552
944,420 E ALEXANDRIA AV,13488500,1308
945,421 E ALEXANDRIA AV,13501500,2178
946,422 E ALEXANDRIA AV,13489000,1370
947,423 E ALEXANDRIA AV,50307450,1498
948,424 E ALEXANDRIA AV,13489500,2640
949,426 E ALEXANDRIA AV,13490000,1170
950,500 E ALEXANDRIA AV,13490500,1728
951,501 E ALEXANDRIA AV,50624110,1456
952,502 E ALEXANDRIA AV,13491000,2796
953,503 E ALEXANDRIA AV,13510500,918
954,503A E ALEXANDRIA AV,13511000,918
955,504 E ALEXANDRIA AV,13491500,3536
956,505 E ALEXANDRIA AV,13511500,918
957,505A E ALEXANDRIA AV,13512000,1008
958,506 E ALEXANDRIA AV,13492000,1173
959,507 E ALEXANDRIA AV,13512500,2805
960,510 E ALEXANDRIA AV,13492500,952
961,512 E ALEXANDRIA AV,13493000,840
962,514 E ALEXANDRIA AV,13493500,896
963,516 E ALEXANDRIA AV,13494000,840
964,518 E ALEXANDRIA AV,13494500,952
965,520 E ALEXANDRIA AV,13495000,952
966,521 E ALEXANDRIA AV,13513000,1006
967,522 E ALEXANDRIA AV,13495500,840
968,523 E ALEXANDRIA AV,13513500,918
969,524 E ALEXANDRIA AV,13496000,840
970,525 E ALEXANDRIA AV,13514000,918
971,526 E ALEXANDRIA AV,13496500,972
972,527 E ALEXANDRIA AV,13514500,1020
973,528 E ALEXANDRIA AV,13497000,952
974,529 E ALEXANDRIA AV,13515000,1366
975,530 E ALEXANDRIA AV,13497500,1092
976,530A E ALEXANDRIA AV,13529500,0
977,531 E ALEXANDRIA AV,13515500,918
978,533 E ALEXANDRIA AV,13516000,1143
979,535 E ALEXANDRIA AV,13516500,918
980,537 E ALEXANDRIA AV,13517000,0
981,539 E ALEXANDRIA AV,13517500,0
982,601 E ALEXANDRIA AV,60025530,2508
983,602 E ALEXANDRIA AV,60025520,2498
984,603 E ALEXANDRIA AV,60025540,2440
985,604 E ALEXANDRIA AV,60025510,2300
986,605 E ALEXANDRIA AV,60025550,2440
987,606 E ALEXANDRIA AV,60025500,2300
988,607 E ALEXANDRIA AV,60025560,2464
989,608 E ALEXANDRIA AV,60025490,2366
990,609 E ALEXANDRIA AV,60025570,2512
991,610 E ALEXANDRIA AV,60025480,2502
992,611 E ALEXANDRIA AV,60025580,2512
993,612 E ALEXANDRIA AV,60025470,2502
994,2031/2 E ALEXANDRIA AV,14751600,918
995,1 W ALEXANDRIA AV,14702000,2748
996,3 W ALEXANDRIA AV,14702500,0
997,4 W ALEXANDRIA AV,14737500,1056
998,4A W ALEXANDRIA AV,14737000,864
999,5 W ALEXANDRIA AV,14703000,1428
1000,6 W ALEXANDRIA AV,14736500,1353
1001,7 W ALEXANDRIA AV,14703500,1820
1002,8 W ALEXANDRIA AV,14736000,1387
1003,10 W ALEXANDRIA AV,14735500,2514
1004,100 W ALEXANDRIA AV,15894000,2549
1005,101 W ALEXANDRIA AV,15884000,2174
1006,102 W ALEXANDRIA AV,15893500,2689
1007,103 W ALEXANDRIA AV,15884500,2006
1008,104 W ALEXANDRIA AV,15893000,2016
1009,105 W ALEXANDRIA AV,15885000,1180
1010,106 W ALEXANDRIA AV,15892500,2091
1011,107 W ALEXANDRIA AV,15885500,1746
1012,108 W ALEXANDRIA AV,15892000,2590
1013,109 W ALEXANDRIA AV,15886000,1662
1014,110 W ALEXANDRIA AV,15891500,2486
1015,111 W ALEXANDRIA AV,15886500,2560
1016,112 W ALEXANDRIA AV,15891000,2002
1017,113 W ALEXANDRIA AV,15887000,2000
1018,114 W ALEXANDRIA AV,15890500,2280
1019,115 W ALEXANDRIA AV,15887500,2121
1020,116 W ALEXANDRIA AV,15890000,3039
1021,118 W ALEXANDRIA AV,50449010,2767
1022,201 W ALEXANDRIA AV,15728500,2430
1023,203 W ALEXANDRIA AV,15729000,2244
1024,204 W ALEXANDRIA AV,15734500,1401
1025,205 W ALEXANDRIA AV,15729500,1581
1026,206 W ALEXANDRIA AV,15734000,2421
1027,208 W ALEXANDRIA AV,15758500,1697
1028,210 W ALEXANDRIA AV,15758000,1696
1029,212 W ALEXANDRIA AV,15757500,2360
1030,214 W ALEXANDRIA AV,50628210,5838
1031,300 W ALEXANDRIA AV,50628200,2714
1032,300A W ALEXANDRIA AV,15756500,0
1033,300B W ALEXANDRIA AV,15758700,0
1034,302 W ALEXANDRIA AV,15756000,3394
1035,304 W ALEXANDRIA AV,15755500,2229
1036,309 W ALEXANDRIA AV,60030790,3313
1037,310 W ALEXANDRIA AV,15755000,1996
1038,312 W ALEXANDRIA AV,15754500,2418
1039,402 W ALEXANDRIA AV,15721000,1155
1040,405 W ALEXANDRIA AV,15719000,975
1041,406 W ALEXANDRIA AV,15726000,1957
1042,407 W ALEXANDRIA AV,15719500,1893
1043,408 W ALEXANDRIA AV,15720000,1656
1044,105 N ALFRED ST,50265800,7748
1045,108 N ALFRED ST,50412800,11925
1046,108A N ALFRED ST,50412810,0
1047,111 N ALFRED ST,11516000,6984
1048,112 N ALFRED ST,11498000,2008
1049,113 N ALFRED ST,50631880,2300
1050,114 N ALFRED ST,11497500,3458
1051,114A N ALFRED ST,11498500,0
1052,115 N ALFRED ST,50631890,0
1053,117 N ALFRED ST,50631870,0
1054,118 N ALFRED ST,11497000,3010
1055,119 N ALFRED ST,50631900,64416
1056,120 N ALFRED ST,50592100,2904
1057,122 N ALFRED ST,50592110,2159
1058,123 N ALFRED ST,50631860,1
1059,124 N ALFRED ST,50583400,3794
1060,200 N ALFRED ST,11459000,1846
1061,202 N ALFRED ST,11458700,0
1062,204 N ALFRED ST,11458510,1856
1063,206 N ALFRED ST,11458000,2160
1064,209 N ALFRED ST,11478500,3008
1065,210 N ALFRED ST,11457500,1868
1066,212 N ALFRED ST,11457000,1528
1067,213 N ALFRED ST,11479000,0
1068,214 N ALFRED ST,11456500,1636
1069,215 N ALFRED ST,11479500,0
1070,216 N ALFRED ST,11456000,1988
1071,217 N ALFRED ST,11480000,0
